account_name,account_id,after_school,max_capacity,facility_type,program_published,fees_type,advocacy_type,billing_street,billing_city,billing_zip,website,phone,GEOID,indexSupply,indexDemand,MainGrp
Richardson ISD Xplore!-MST Magnet School,001i000001YBHFt,TRUE,100,School,TRUE,Sliding Scale,School Run,450 ABRAMS RD,RICHARDSON,75081,"",(469) 593-7419,48113019102,96,59,Demand < Supply
Flamingo Island Preschool LLC,001i000001YBHF5,TRUE,93,Child Care Center,TRUE,Sliding Scale,For Profit,1402 BLAKE DR,RICHARDSON,75081,"",(972) 238-7833,48113019037,96,65,Demand < Supply
Richardson ISD - Northrich Elementary,001i000001YBHIL,TRUE,75,School,TRUE,Sliding Scale,School Run,1301 CUSTER RD,RICHARDSON,75080,"",(469) 593-7419,48113019211,89,25,Demand < Supply
Richardson ISD - Greenwood Hills Elementary,001i000001YBHDr,TRUE,75,School,TRUE,Sliding Scale,School Run,1313 W SHORE DR,RICHARDSON,75080,www.risd.org/pace,(469) 593-7536,48113019216,86,54,Demand < Supply
A Bright Beginning Private School,001i000001YBHDb,TRUE,73,Child Care Center,TRUE,Sliding Scale,For Profit,407 E POLK ST,RICHARDSON,75081,"",(972) 235-8213,48113019102,96,59,Demand < Supply
Richardson ISD - Jess Harben Elementary,001i000001YBHIJ,TRUE,65,School,TRUE,Fee,School Run,600 S GLENVILLE DR,RICHARDSON,75081,"",(469) 593-7419,48113019039,95,65,Demand < Supply
Richardson ISD- PACE at Prairie Creek Elementary,0013100001lpcGR,TRUE,60,School,TRUE,Sliding Scale,School Run,2120 E Prairie Creek Dr,Richardson,75080,www.risd.org,469-593-6342,48113019210,88,57,Demand < Supply
Richardson ISD - Richland Elementary,0013100001lpW5r,TRUE,60,School,TRUE,Fee,School Run,550 Park Bend Drive,Richardson,75081,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE,(469) 593-4651,48113019041,87,31,Demand < Supply
Richardson ISD- PACE at Yale Elementary,0013100001lpi8n,TRUE,50,School,TRUE,Sliding Scale,School Run,1900 E. Collins,Richardson,75081,www.risd.org/pace,469-593-8343,48113019037,96,65,Demand < Supply
Youth Conversion at Mark Twain Elementary School,0013r00002TzR1Q,TRUE,50,School,TRUE,Fee,Local Nonprofit,1200 LARKSPUR DR,RICHARDSON,75081,"","",48113019039,95,65,Demand < Supply
Richardson Family YMCA,0013100001mBPys,TRUE,50,Community Center/Nonprofit,TRUE,Fee,For Profit,821 Custer Road,Richardson,75080,https://www.ymcadallas.org/locations/richardson/,(972) 231-3424,48113019203,95,63,Demand < Supply
Richardson ISD Xplore! - Richardson Terrace Elementary,001i000001YBHIP,TRUE,50,School,TRUE,Sliding Scale,School Run,300 N DOROTHY DR,RICHARDSON,75081,www.RISD.org/PACE,(469) 593-7536,48113019102,96,59,Demand < Supply
Richardson ISD - Dartmouth Elementary,001i000001YBHKP,TRUE,47,School,TRUE,Sliding Scale,School Run,417 DARTMOUTH LN,RICHARDSON,75081,www.edline.net/pages/RISD_Departments_and_Programs/PACE,469-593-8401,48113019023,87,11,Demand < Supply
Richardson ISD-Mark Twain Elementary,001i000001YBHIK,TRUE,45,School,TRUE,Sliding Scale,School Run,1200 LARKSPUR DR,RICHARDSON,75081,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE,(469) 593-7536,48113019039,95,65,Demand < Supply
Richardson ISD- Richardson Heights,001i000001YBHIU,TRUE,45,School,TRUE,Sliding Scale,School Run,101 N FLOYD RD,RICHARDSON,75080,http://www.edline.net/pages/RISD_Departments_and_Programs/PACE,(469) 593-7536,48113019203,95,63,Demand < Supply
Richardson ISD Xplore! - Springridge Elementary,001i000001YBHFr,TRUE,45,School,TRUE,Sliding Scale,School Run,1801 E SPRING VALLEY RD,RICHARDSON,75081,"",(469) 593-7536,48113019024,91,62,Demand < Supply
Dallas International School at Campbell Rd.,001i000001YBHSw,TRUE,34,School,TRUE,Sliding Scale,"",800 W CAMPBELL RD,RICHARDSON,75080,"",(972) 991-6379,48113980200,81,66,Demand < Supply
Richardson ISD Xplore! - Dover Elementary,001i000001YBHE8,TRUE,25,School,TRUE,Sliding Scale,School Run,700 DOVER DR,RICHARDSON,75080,"",(469) 593-7536,48113019214,72,96,Demand > Supply
Whistle Stop Station-Chiesa,0010Z00001uFAGl,TRUE,284,Child Care Center,TRUE,Sliding Scale,For Profit,8402 CHIESA RD,Rowlett,75089,"",972-412-3900,48113018150,83,68,Demand = Supply
Pecan Creek Academy,0010Z00001vhPTU,TRUE,272,Child Care Center,TRUE,Sliding Scale,For Profit,5800 Chiesa Rd,Rowlett,75089,"",(972) 463-1661,48113018149,79,77,Demand = Supply
Cotton Mill Learning Center,001i000001YBHEc,TRUE,260,Child Care Center,TRUE,Sliding Scale,For Profit,5413 CHIESA RD,ROWLETT,75088,"",(972) 412-6864,48113018134,93,63,Demand < Supply
Whistle Stop Station - Rowlett,001i000001YBHKw,TRUE,258,Child Care Center,TRUE,Sliding Scale,For Profit,2501 HICKOX RD,ROWLETT,75089,"",(972) 412-7036,48113018157,84,0,Demand < Supply
Oak Leaf Kids Academy,001i000001YBHGq,TRUE,253,Child Care Center,TRUE,Sliding Scale,For Profit,3602 CHAHA RD,ROWLETT,75088,"",(972) 412-7273,48113018145,81,71,Demand = Supply
Tree House Academy of Rowlett LLC,001i000001YBHI1,TRUE,240,Child Care Center,TRUE,Sliding Scale,For Profit,7501 DALROCK RD,ROWLETT,75089,"",(214) 227-5884,48113018144,87,64,Demand < Supply
Childtime Learning Center,001i000001YBHIs,TRUE,225,Child Care Center,TRUE,Sliding Scale,For Profit,8100 MILLER RD,ROWLETT,75088,"",(972) 475-5611,48113018135,90,61,Demand < Supply
Primrose School of Rowlett,001i000001YBHH6,TRUE,195,Child Care Center,TRUE,Sliding Scale,For Profit,8401 LIBERTY GROVE RD,ROWLETT,75089,"",(972) 463-2655,48113018143,79,74,Demand = Supply
Oaks Trail Academy,001i000001YBHKE,TRUE,102,Child Care Center,TRUE,Sliding Scale,For Profit,4115 DALROCK RD,ROWLETT,75088,"",(469) 298-0356,48113018134,93,63,Demand < Supply
Lakeview Childrens Academy,001i000001YBHJp,TRUE,58,Child Care Center,TRUE,Sliding Scale,For Profit,7814 LAKEVIEW PKWY,ROWLETT,75088,"",(972) 475-8181,48113018134,93,63,Demand < Supply
Genesis Child Development Center,001i000001YBHJF,TRUE,54,Child Care Center,TRUE,Sliding Scale,For Profit,2517 DALROCK RD,ROWLETT,75088,"",(972) 475-2956,48113018135,90,61,Demand < Supply
Dallas ISD DASA at Julius Dorsey,0013r00002TzR8i,TRUE,50,School,TRUE,No Charge,School Run,6200 Dexham Road,Rowlett,75089,"","",48113018156,81,58,Demand < Supply
By the Barnyard Gate,001i000001YBHE0,TRUE,270,Child Care Center,TRUE,Sliding Scale,For Profit,4701 BUNKER HILL RD,SACHSE,75048,"",(972) 495-0416,48113018151,85,70,Demand < Supply
Bear Foot Lodge Private School,001i000001YBHHU,TRUE,256,School,TRUE,Sliding Scale,School Run,4415 SACHSE RD,SACHSE,75048,"",(972) 495-7734,48113018154,83,72,Demand = Supply
Pinnacle Montessori of Sachse,0013r00002bSMsJ,TRUE,231,"",TRUE,"","",4225 MILES RD.,SACHSE,75048,"",972-698-4204,48113018153,87,61,Demand < Supply
Little Britches Learning Center,001i000001YBHGJ,TRUE,109,Child Care Center,TRUE,Sliding Scale,For Profit,406 CYPRESS ST,SEAGOVILLE,75159,"",(972) 287-7472,48113017006,75,74,Demand = Supply
Kids Place Learning Center,001i000001RadDa,TRUE,73,Child Care Center,TRUE,Sliding Scale,For Profit,1510 N. Hwy 175,Seagoville,75159,Kids Place Seagoville (facebook),9722875437,48113017007,82,58,Demand < Supply
Little Ponderosa Day Care Center,001i000001YBHGN,TRUE,220,Child Care Center,TRUE,Sliding Scale,For Profit,3131 N BELT LINE RD,SUNNYVALE,75182,"",(972) 226-4849,48113017814,92,60,Demand < Supply
"King Arthurs Castle of Little Tikes, Inc",001i000001YBHJh,TRUE,196,Child Care Center,TRUE,Sliding Scale,For Profit,2763 N BELT LINE RD,SUNNYVALE,75182,"",(972) 226-4435,48113017814,92,60,Demand < Supply
Handprints Child Care 24 LLC,0013r00002dlRGH,TRUE,170,"",TRUE,"","",2763 N BELT LINE RD,SUNNYVALE,75182,"",972-226-4435,48113017814,92,60,Demand < Supply
Dunkin Academy at Towneast,001i000001YBHJ8,TRUE,168,School,TRUE,Sliding Scale,For Profit,320 TOWNEAST BLVD N,SUNNYVALE,75182,"",(972) 226-6028,48113017814,92,60,Demand < Supply
AlphaBest@Sunnyvale Elementary-SISD,0010Z0000273xxj,TRUE,120,School,TRUE,Sliding Scale,School Run,300 N COLLINS RD,SUNNYVALE,75182,"",972-668-0640,48113018158,80,75,Demand = Supply
Childcare Network #244,001i000001YBHIm,TRUE,120,Child Care Center,TRUE,Sliding Scale,For Profit,240 S COLLINS RD,SUNNYVALE,75182,"",(972) 203-1999,48113018158,80,75,Demand = Supply
West Dallas Boys and Girls Club,0013r00002TzaeT,TRUE,250,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,2060 Singleton Blvd,"",75212,"","",48113004300,88,70,Demand < Supply
KCE Champions LLC @ Uplift Atlas Preparatory,0013r00002bRaaw,TRUE,75,School,TRUE,Fee,For Profit,1474 Annex Ave,"",75204,"","",48113001503,88,73,Demand < Supply
KCE Champions LLC @ Uplift Luna Primary,0013r00002bRaax,TRUE,75,School,TRUE,Fee,For Profit,2020 North Lamar,"",75202,"","",48113002100,87,71,Demand < Supply
KCE Champions LLC @ Momentous School,0013r00002bRaay,TRUE,75,School,TRUE,Fee,For Profit,106 E. Tenth St,"",75203,"","",48113004800,96,60,Demand < Supply
TWEENERS (Baylor Scott & White),0013100001cEuEZ,TRUE,60,School,TRUE,No Charge,Local Nonprofit,4500 Spring Avenue,Dallas,75210,"",469.221.0704,48113002703,92,70,Demand < Supply
Wesley-Rankin Community Center at Middle School Program,001i000000Uf1qx,TRUE,50,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,"",Dallas,75212,"","",48113010102,86,76,Demand < Supply
Wesley-Rankin Community Center at Elementary School Program,001i000000Uf1pp,TRUE,50,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,"",Dallas,75212,"","",48113010102,86,76,Demand < Supply
Blessed are the Children Ach A,0013100001nSXeO,TRUE,134,Child Care Center,TRUE,Sliding Scale,For Profit,2801 PRINCE GEORGE AVE.,DESOTO,,"",(972) 572-5515,48113016638,84,72,Demand = Supply
RISD xPlore at Aikin Elementary,0013r00002DdbZ6,TRUE,50,School,TRUE,Sliding Scale,School Run,12300 PLEASANT VALLEY DR,Rchardson,75243,"","",48113019035,74,92,Demand > Supply
RISD xPlore at Arapaho Classical Magnet,0013r00002DdbZ7,TRUE,50,School,TRUE,Sliding Scale,School Run,"W Arapaho Rd, Richardson, TX",Rchardson,75080,"","",48113019205,88,28,Demand < Supply
RISD xPlore at Audelia Creek Elementary,0013r00002DdbZ8,TRUE,50,School,TRUE,Sliding Scale,School Run,"12600 Audelia Rd, Dallas TX",Rchardson,75243,"","",48113019019,76,90,Demand > Supply
RISD xPlore at Big Springs Elementary,0013r00002DdbZ9,TRUE,50,School,TRUE,Sliding Scale,School Run,"3301 W Campbell Rd, Gardland TX",Rchardson,75044,"","",48113019031,92,68,Demand < Supply
RISD xPlore at Bowie Elementary,0013r00002DdbZA,TRUE,50,School,TRUE,Sliding Scale,School Run,"7643 La Manga Dr, Dallas Tx",Rchardson,75248,"","",48113013605,82,58,Demand < Supply
RISD xPlore at Brentfield Elementary,0013r00002DdbZB,TRUE,50,School,TRUE,Sliding Scale,School Run,"6767 Brentfield Dr, Dallas Tx",Rchardson,75248,"","",48113013619,89,45,Demand < Supply
RISD xPlore at Canyon Creeek Elementary,0013r00002DdbZC,TRUE,50,School,TRUE,Sliding Scale,School Run,"2100 Copper Ridge Dr, Richardson Tx",Rchardson,75080,"","",48113019210,88,57,Demand < Supply
RISD xPlore at Carolyn Bukhair Elementary,0013r00002DdbZD,TRUE,50,School,TRUE,Sliding Scale,School Run,"13900 Esperanza Rd, Dallas Tx",Rchardson,75240,"","",48113019212,72,100,Demand > Supply
RISD xPlore at Dartmouth Elementary,0013r00002DdbZE,TRUE,50,School,TRUE,Sliding Scale,School Run,"417 Darthmouth Ln, Richardson Tx",Rchardson,75081,"","",48113019023,87,11,Demand < Supply
RISD xPlore at Dobie Elementary,0013r00002DdbZF,TRUE,50,School,TRUE,Sliding Scale,School Run,"14040 Rolling Hills Ln, Dallas Tx",Rchardson,75240,"","",48113019208,77,90,Demand > Supply
RISD xPlore at Dover Elementary,0013r00002DdbZG,TRUE,50,School,TRUE,Sliding Scale,School Run,"700 Dover Dr, Richardson Tx",Rchardson,75080,"","",48113019214,72,96,Demand > Supply
RISD xPlore at Forestridge Elementary,0013r00002DdbZH,TRUE,50,School,TRUE,Sliding Scale,School Run,"10330 Bunchberry Dr, Dallas Tx",Rchardson,75243,"","",48113019018,86,78,Demand < Supply
RISD xPlore at Forest Lane Elementary,0013r00002DdbZI,TRUE,50,School,TRUE,Sliding Scale,School Run,"9663 Forest Ln, Dallas TX",Rchardson,75243,"","",48113019035,74,92,Demand > Supply
RISD xPlore at Greenwood Hills Elementary,0013r00002DdbZJ,TRUE,50,School,TRUE,Sliding Scale,School Run,"1313 West Shore Dr, Richardson Tx",Rchardson,75080,"","",48113019216,86,54,Demand < Supply
RISD xPlore at Jess Harben Elementary,0013r00002DdbZK,TRUE,50,School,TRUE,Sliding Scale,School Run,"600 S Glenville Dr, Richardson Tx",Rchardson,75081,"","",48113019039,95,65,Demand < Supply
RISD xPlore at Lake Highlands Elementary,0013r00002DdbZL,TRUE,50,School,TRUE,Sliding Scale,School Run,"9501 Ferndale Rd, Dallas Tx",Rchardson,75238,"","",48113013012,92,55,Demand < Supply
RISD xPlore at Mark Twain Elementary,0013r00002DdbZM,TRUE,50,School,TRUE,Sliding Scale,School Run,"1200 Larkspur Dr, Richardson Tx",Rchardson,75081,"","",48113019039,95,65,Demand < Supply
RISD xPlore at Math Science Technology Magnet,0013r00002DdbZN,TRUE,50,School,TRUE,Sliding Scale,School Run,"450 Abrams Rd, Richardson Tx",Rchardson,75081,"","",48113019102,96,59,Demand < Supply
RISD xPlore at Merriman Park Elementary,0013r00002DdbZO,TRUE,50,School,TRUE,Sliding Scale,School Run,"7101 Winedale Dr, Dallas Tx",Rchardson,75231,"","",48113007824,91,57,Demand < Supply
RISD xPlore at Mohawk Elementary,0013r00002DdbZP,TRUE,50,School,TRUE,Sliding Scale,School Run,"1500 Mimosa Dr, Richardosn Tx",Rchardson,75080,"","",48113019205,88,28,Demand < Supply
RISD xPlore at Moss Haven Elementary,0013r00002DdbZQ,TRUE,50,School,TRUE,Sliding Scale,School Run,9202 Moss Farm Rd.,Rchardson,75243,"","",48113007812,90,68,Demand < Supply
RISD xPlore at Northrich Elementary,0013r00002DdbZR,TRUE,50,School,TRUE,Sliding Scale,School Run,"1301 Custer Rd, Richardson Tx",Rchardson,75080,"","",48113019211,89,25,Demand < Supply
RISD xPlore at Northlake Elementary,0013r00002DdbZS,TRUE,50,School,TRUE,Sliding Scale,School Run,"10059 Ravensway Dr, Dallas Tx",Rchardson,75238,"","",48113013008,97,66,Demand < Supply
RISD xPlore at Northwood Hills Elementary,0013r00002DdbZT,TRUE,50,School,TRUE,Sliding Scale,School Run,"14532 Meandering Way, Dallas Tx",Rchardson,75254,"","",48113013609,87,72,Demand < Supply
RISD xPlore at O. Henry Elementary,0013r00002DdbZU,TRUE,50,School,TRUE,Sliding Scale,School Run,"4100 Tynes Dr, Garland Tx",Rchardson,75042,"","",48113019044,86,61,Demand < Supply
RISD xPlore at Prairie Creek Elementary,0013r00002DdbZV,TRUE,50,School,TRUE,Sliding Scale,School Run,2120 E Prairie Creek Dr,Rchardson,75080,"","",48113019210,88,57,Demand < Supply
RISD xPlore at Prestonwood Elementary,0013r00002DdbZW,TRUE,50,School,TRUE,Sliding Scale,School Run,6525 La Cosa Dr,Rchardson,75248,"","",48113013606,81,67,Demand = Supply
RISD xPlore at RISD Academy,0013r00002DdbZX,TRUE,50,School,TRUE,Sliding Scale,School Run,13630 Coit Rd,Rchardson,75240,"","",48113019208,77,90,Demand > Supply
RISD xPlore at Richardson Heights Elementary,0013r00002DdbZY,TRUE,50,School,TRUE,Sliding Scale,School Run,101 N FLOYD RD,Rchardson,75080,"","",48113019203,95,63,Demand < Supply
RISD xPlore at Richardson Terrace Elementary,0013r00002DdbZZ,TRUE,50,School,TRUE,Sliding Scale,School Run,300 N DOROTHY DR,Rchardson,75081,"","",48113019102,96,59,Demand < Supply
RISD xPlore at Richland Elementary,0013r00002DdbZa,TRUE,50,School,TRUE,Sliding Scale,School Run,550 Park Bend Drive,Rchardson,75081,"","",48113019041,87,31,Demand < Supply
RISD xPlore at Skyview Elementary,0013r00002DdbZb,TRUE,50,School,TRUE,Sliding Scale,School Run,9229 MEADOWKNOLL DR,Rchardson,75243,"","",48113007810,95,65,Demand < Supply
RISD xPlore at Spring Creek Elementary,0013r00002DdbZc,TRUE,50,School,TRUE,Sliding Scale,School Run,7667 Roundrock Road,Rchardson,75248,"","",48113013607,92,37,Demand < Supply
RISD xPlore at Spring Valley Elementary,0013r00002DdbZd,TRUE,50,School,TRUE,Sliding Scale,School Run,13535 SPRING GROVE AVE,Rchardson,75240,"","",48113013610,86,63,Demand < Supply
RISD xPlore at Springridge Elementary,0013r00002DdbZe,TRUE,50,School,TRUE,Sliding Scale,School Run,1801 E SPRING VALLEY RD,Rchardson,75081,"","",48113019024,91,62,Demand < Supply
RISD xPlore at Stults Elementary,0013r00002DdbZf,TRUE,50,School,TRUE,Sliding Scale,School Run,8700 STULTS RD,Rchardson,75243,"","",48113007805,92,66,Demand < Supply
RISD xPlore at Thurgood Marshal Elementary,0013r00002DdbZg,TRUE,50,School,TRUE,Sliding Scale,School Run,9666 Ferris Branch Blvd,Rchardson,75243,"","",48113007834,84,80,Demand > Supply
RISD xPlore at Wallace Elementary,0013r00002DdbZh,TRUE,50,School,TRUE,Sliding Scale,School Run,9921 KIRKHAVEN DR,Rchardson,75238,"","",48113013005,93,62,Demand < Supply
RISD xPlore at White Rock Elementary,0013r00002DdbZi,TRUE,50,School,TRUE,Sliding Scale,School Run,9229 Chiswell Rd,Rchardson,75238,"","",48113013013,84,11,Demand < Supply
RISD xPlore at Yale Elementary,0013r00002DdbZj,TRUE,50,School,TRUE,Sliding Scale,School Run,1900 E. Collins,Rchardson,75081,"","",48113019037,96,65,Demand < Supply
RISD xPlore at Forest Meadow Jr. High,0013r00002DdbZk,TRUE,50,School,TRUE,Sliding Scale,School Run,9373 Whitehurst Dr,Rchardson,75243,"","",48113007810,95,65,Demand < Supply
RISD xPlore at Lake Highlands Jr. High,0013r00002DdbZl,TRUE,50,School,TRUE,Sliding Scale,School Run,10301 Walnut Hl Ln,Rchardson,75238,"","",48113013005,93,62,Demand < Supply
RISD xPlore at Liberty Jr. High,0013r00002DdbZm,TRUE,50,School,TRUE,Sliding Scale,School Run,10330 Lawler Rd,Rchardson,75243,"","",48113019018,86,78,Demand < Supply
RISD xPlore at Westwood Jr. High,0013r00002DdbZn,TRUE,50,School,TRUE,Sliding Scale,School Run,7630 Arapaho Rd,Rchardson,75248,"","",48113013607,92,37,Demand < Supply
RISD xPlore at West Jr. High,0013r00002DdbZo,TRUE,50,School,TRUE,Sliding Scale,School Run,1309 Holly Dr,Rchardson,75080,"","",48113019215,91,42,Demand < Supply
RISD xPlore at Park Hill Jr. High,0013r00002DdbZp,TRUE,50,School,TRUE,Sliding Scale,School Run,16500 Shadybank Dr,Rchardson,75248,"","",48113013619,89,45,Demand < Supply
RISD xPlore at North Jr. High,0013r00002DdbZq,TRUE,50,School,TRUE,Sliding Scale,School Run,1820 N Floyd Rd,Rchardson,75080,"","",48113019211,89,25,Demand < Supply
RISD xPlore at Apollo Jr. High,0013r00002DdbZr,TRUE,50,School,TRUE,Sliding Scale,School Run,1600 Apollo Rd,Rchardson,75081,"","",48113019023,87,11,Demand < Supply
Small Miracles Academy Sachse,0010Z00001wBiHZ,TRUE,30,Child Care Center,TRUE,Sliding Scale,For Profit,5545 BROOKVIEW DR,SACHSE,75048,"","",48113018153,87,61,Demand < Supply
Dallas ISD DASA at Anne Frank Elementary School-Planned,001i000000eZfkk,TRUE,75,School,TRUE,No Charge,School Run,5201 Celestial Rd.,DALLAS,75254,"","",48113013624,82,60,Demand < Supply
Mesquite Parks & Recreation at After-school Adventures at Achziger Elementary School,0013r00002DdbZs,TRUE,50,School,TRUE,Sliding Scale,P&R,3300 Ridge Ranch,Mesquite,75181,"","",48113017314,80,71,Demand = Supply
Mesquite Parks & Recreation at After-school Adventures at Dunford Rec Center,0013r00002DdbZt,TRUE,50,Municipal Building,TRUE,Sliding Scale,P&R,1015 Green Canyon,Mesquite,75150,"","",48113017811,91,64,Demand < Supply
Mesquite Parks & Recreation at After-school Adventures at Florence Elementary School,0013r00002DdbZu,TRUE,50,School,TRUE,Sliding Scale,P&R,4600 Ashwood Dr,Mesquite,75150,"","",48113018002,78,86,Demand > Supply
Mesquite Parks & Recreation at After-school Adventures at Rutherford Elementary School,0013r00002DdbZw,TRUE,50,School,TRUE,Sliding Scale,P&R,1100 rutherford Dr,Mesquite,75149,"","",48113017312,80,78,Demand = Supply
Mesquite Parks & Recreation at After-school Adventures at Shaw Elementary School,0013r00002DdbZx,TRUE,50,School,TRUE,Sliding Scale,P&R,707 Purple sage mesquite,"",75149,"","",48113017706,87,62,Demand < Supply
Mesquite Parks & Recreation at After-school Adventures at Thompson Elementary School,0013r00002DdbZy,TRUE,50,School,TRUE,Sliding Scale,P&R,2525 Helen Ln,Mesquite,75181,"","",48113017309,83,67,Demand = Supply
CFBISD After the Bell at Blair,0013r00002DdbZz,TRUE,50,School,TRUE,Sliding Scale,School Run,14055 Heartside PL,Farmers Branch,75234,"","",48113013902,94,61,Demand < Supply
CFBISD After the Bell at Country Place Elementary,0013r00002Ddba3,TRUE,50,School,TRUE,Sliding Scale,School Run,2115 Raintree Dr,Carrollton,75006,"","",48113020700,79,73,Demand = Supply
CFBISD After the Bell at Farmers Branch Elementary,0013r00002Ddba5,TRUE,50,School,TRUE,Sliding Scale,School Run,13521 Tom Field Rd,Farmers Branch,75234,"","",48113013902,94,61,Demand < Supply
CFBISD After the Bell at Freeman Elementary,0013r00002Ddba6,TRUE,50,School,TRUE,Sliding Scale,School Run,8757 Valley Ranch Pkwy W,Irving,75063,"","",48113014149,77,78,Demand = Supply
CFBISD After the Bell at Furneaux Elementary,0013r00002Ddba7,TRUE,50,School,TRUE,Sliding Scale,School Run,3210 Furneaux Ln,Carrollton,75007,"","",,,,
CFBISD After the Bell at Good Elementary,0013r00002Ddba8,TRUE,50,School,TRUE,Sliding Scale,School Run,1012 Study Ln,Carrollton,75006,"","",48113013716,95,61,Demand < Supply
CFBISD After the Bell at Kent Elementary,0013r00002Ddba9,TRUE,50,School,TRUE,Sliding Scale,School Run,1800 w rosemeade Pkwy,Carrollton,75007,"","",,,,
CFBISD After the Bell at Las Colinas Elementary,0013r00002DdbaB,TRUE,50,School,TRUE,Sliding Scale,School Run,2200 Kinwest Pkwy,Irving,75063,"","",48113014124,84,70,Demand = Supply
CFBISD After the Bell at La Villita Elementary,0013r00002DdbaC,TRUE,50,School,TRUE,Sliding Scale,School Run,1601 Camino lago,Irving,75039,"","",48113014138,84,59,Demand < Supply
CFBISD After the Bell at McCoy Elementary,0013r00002DdbaD,TRUE,50,School,TRUE,Sliding Scale,School Run,2425 McCoy Rd,Carrollton,75006,"","",48113013719,86,67,Demand < Supply
CFBISD After the Bell at McKamy Elementary,0013r00002DdbaE,TRUE,50,School,TRUE,Sliding Scale,School Run,3443 Briagrove Ln,Dallas,75287,"","",,,,
CFBISD After the Bell at McWhorter Elementary,0013r00002DdbaF,TRUE,50,School,TRUE,Sliding Scale,School Run,3678 Timberglen Rd,Dallas,75287,"","",,,,
CFBISD After the Bell at Rainwater Elementary,0013r00002DdbaG,TRUE,50,School,TRUE,Sliding Scale,School Run,1408 Frankford Rd E,Carrollton,75007,"","",,,,
CFBISD After the Bell at Riverchase Elementary,0013r00002DdbaH,TRUE,50,School,TRUE,Sliding Scale,School Run,272 S MacArthur Blvd,Coppell,75019,"","",48113014121,93,67,Demand < Supply
CFBISD After the Bell at Rosemeade Elementary,0013r00002DdbaI,TRUE,50,School,TRUE,Sliding Scale,School Run,3550 Kimberly Dr,Carrollton,75007,"","",,,,
CFBISD After the Bell at Sheffield Intermediate Elementary,0013r00002DdbaJ,TRUE,50,School,TRUE,Sliding Scale,School Run,"",Dallas,75287,"","",,,,
CFBISD After the Bell at Sheffield Primary Elementary,0013r00002DdbaK,TRUE,50,School,TRUE,Sliding Scale,School Run,18111 Kelly Blvd,Dallas,75287,"","",,,,
CFBISD After the Bell at Stark Elementary,0013r00002DdbaL,TRUE,50,School,TRUE,Sliding Scale,School Run,12400 Josey Ln,Farmers Branch,75234,"","",48113014001,83,63,Demand < Supply
CFBISD After the Bell at Strickland Elementary,0013r00002DdbaM,TRUE,50,School,TRUE,Sliding Scale,School Run,3030 Fyke Rd,Farmers Branch,75234,"","",48113013728,73,92,Demand > Supply
CFBISD After the Bell at Thompson Elementary,0013r00002DdbaN,TRUE,50,School,TRUE,Sliding Scale,School Run,2915 Scott Mill Rd,Farmers Branch,75007,"","",,,,
CFBISD After the Bell at Davis Elementary,0013r00002Ddba4,TRUE,50,School,TRUE,Sliding Scale,School Run,3505 Dorchester Dr,Carrollton,75007,"","",,,,
CFBISD After the Bell at Turner Elementary,0013r00002DdbaO,TRUE,50,School,TRUE,Sliding Scale,School Run,5505 S polk St,Dallas,75232,"","",48113011003,94,62,Demand < Supply
GPISD Beyond the Bell at Austin Environmental Science Academy,0013r00002DdbaP,TRUE,50,School,TRUE,Sliding Scale,School Run,815 N.W 7th St.,Grand Prairie,75050,"",(972) 343-4698,48113015500,94,59,Demand < Supply
GPISD Beyond the Bell at Rayburn STEAM Academy,0013r00002DdbaQ,TRUE,50,School,TRUE,Sliding Scale,School Run,2800 Reforma Dr.,Grand Prairie,75052,"",(972) 522-3888,48113016407,74,91,Demand > Supply
DeSoto ISD ACE Afterschool at Ruby Young Elementary School,0013r00002DdbaV,TRUE,50,School,TRUE,No Charge,School Run,707 Young Blvd,DESOTO,75115,"","",48113016618,96,67,Demand < Supply
DeSoto ISD ACE Afterschool at Katherine Johnson Elementary School,0013r00002DdbaW,TRUE,50,School,TRUE,No Charge,School Run,1200 Academy Way,DESOTO,75115,"","",48113016618,96,67,Demand < Supply
DeSoto ISD ACE Afterschool at DeSoto East Middle School,0013r00002DdbaX,TRUE,50,School,TRUE,No Charge,School Run,601 E Belt Line Rd.,DESOTO,75115,"","",48113016620,91,65,Demand < Supply
DeSoto ISD ACE Afterschool at DeSoto West Middle School,0013r00002DdbaY,TRUE,50,School,TRUE,No Charge,School Run,800 North Westmoreland Road,DESOTO,75115,"","",48113016618,96,67,Demand < Supply
DeSoto ISD ACE Afterschool at McCowan Middle School,0013r00002DdbaZ,TRUE,50,School,TRUE,No Charge,School Run,1500Majesti Meadow Dr,Glen Hights,75154,"","",48113016623,83,69,Demand = Supply
Readers 2 Leaders at Booktown,0013r00002XT1SB,TRUE,45,Community Center/Nonprofit,TRUE,Fee,"","2800 N Hampton Rd #120, Dallas, TX 75212","",,"",(214) 905-0095,48113004300,88,70,Demand < Supply
